localID;extractionDate;globalRating;positionOnRanking;sitesOnRanking;totalReviews;userName;userLocation;userContributions;tripType;reviewWritten;reviewVisited;reviewRating;reviewLanguage;reviewFullText
MAG047;2021-08-21 13:11:51.981;5.0;1;71;13342;Clair N.@PacificFreak;The Netherlands;29;Family;2019-06-29;2019-06-01;4;en;From the Sete Rios train station in Lisbon, it is a 40 minute ride to Sintra.A return ticket costs about 6 euro (Comboios, not Fertagus).Get out at the last stop. Because this garden is up in the hills, we decided to take a taxi.Journey time: 10 minutes, costing around 6 euros. There was a long line at the ticket office but we didn't wait long. The gardens are beautiful to explore, there is much to see: many different plants, trees, flowers and buildings and even caves. Also fun with kids but make sure to wear good walking shoes. There is also a nice terrace where you can have a drink and/or somtehing to eat, located in the shade.Tip: to get back down to the train station, hire a tuktuk. It was 10 euros per person but the ride was so much fun racing downhill surrounded by forest.
MAG047;2021-08-21 13:11:52.063;5.0;1;71;13342;Rebecca W@rwilko1;London, UK;57;Family;2019-06-26;2019-06-01;5;en;Charming gardens with towers , grottos , lakes stepping stones and palace . 10 minute walk from the old town . Far more leisurely than Pena palace . 
MAG047;2021-08-21 13:11:52.143;5.0;1;71;13342;ValMacCalgary@ValMacCalgary;Calgary, Canada;103;Business;2019-06-25;2019-06-01;4;en;The grounds, well and home were wonderful to visit. We were there on a beautiful, clear day and there were not many people so we could enjoy ourselves.I would recommend it if you like gardens & architecture.
MAG047;2021-08-21 13:11:52.228;5.0;1;71;13342;BAH@BAH2020;Greensboro, NC;43;Family;2019-06-25;2019-06-01;5;en;Fun for everyone when you want a break from the classics. A place to wander, relax and experience fantasy. 
MAG047;2021-08-21 13:11:52.314;5.0;1;71;13342;Hihi@Yihaa;Anderlecht, Belgium;5;Couples;2019-06-25;2019-06-01;5;en;First I must admit we were a little bit disappointed by the palacio national (the first palace we planned to visit). But This one made it all good, (and all the other palaces and castles of Sintra as well). While walking and exploring the region I fell back in my youth feeling like a little girl discovering Disneyland for the first time again. Amazing place to visit.
MAG047;2021-08-21 13:11:52.407;5.0;1;71;13342;Laura M@D5447IYlauram;Fort Walton Beach, FL;19;Couples;2019-06-24;2019-06-01;5;en;This was our second trip to Sintra. Our first trip was last year to Pena Palace. Pena Palace was beautiful but The Quinta was so much more. I don’t think the government promotes it very much. There are much fewer people and so many places to visit In the gardens that you never felt hurried. It is lush and beautiful. So happy we could take a day trip to see this beautiful place.
MAG047;2021-08-21 13:11:52.503;5.0;1;71;13342;FlapjawJr@FlapjawJr;Harrisburg, PA;582;Family;2019-06-23;2019-06-01;5;en;Visited for a couple of hours and could have stayed longer. Nice cafe on site for when you’re tired of walking. Very interesting stone and mortar playground. 
MAG047;2021-08-21 13:11:57.769;5.0;1;71;13342;Daniel A@danielaI6579BU;Baltimore, MD;2073;Solo;2019-06-22;2019-06-01;5;en;"I think another Reviewer put it best-something about ""fairy tales & romantic dreams.""I was disappointed they didn't have the guided tour the day I went but it worked out fine as I enjoyed putting away the map & getting lost over and over again & at the same time discovering the amazing parts of Quinta. Got here on a Friday around 1:30 and line wasn't long (about 20 in front of me) but when I left at 4:30 about 100 in line for a ticket.  So looks like earlier is better.They suggest 1.5 - 2 hours but I would say take the time and spend at least 3 hours. Enter this Palace and go back in time.   Stroll in a garden, enjoy the view from a few towers, walk in a cave or two, step into the spiral staircase Well (initiation Well) & of course there is a Waterfall.   The photo opportunities are endless.  This is the hidden gem of the ""Discover Sintra"" line (take the 435). Definitely worth prioritizing!"
MAG047;2021-08-21 13:11:57.860;5.0;1;71;13342;Johngrowlands@Johngrowlands;Madrid, Spain;147;Couples;2019-06-22;2019-06-01;5;en;Beautiful place to visit.  Go early and make it your first place to visit in Cintra. I hired a car and parking close can be difficult.  I think if I went again I would do the same as the walks can be very strenuous.  Another alternative is to Uber from Lisbon. 
MAG047;2021-08-21 13:11:57.957;5.0;1;71;13342;5ContinentTraveler@5ContinentTraveler;Canada;104;Family;2019-06-21;2019-06-01;5;en;Agree with all the other review. You will not be disappointed! Large grounds so take your time admiring the grounds, sculptures and particularly the well. Take your time to soak and admire the architecture, well kept grounds etc
MAG047;2021-08-21 13:11:58.139;5.0;1;71;13342;docoffee@docoffee;Stuart, FL;381;Couples;2019-06-20;2019-06-01;5;en;This is one of those places that shouldn't be rushed, and ideally is visited with a sense of wonder instead of a tick it off your bucket list because you want to take a selfie to show you were there. Unfortunately, the Initiation Well was crowded, but other than that, the magic is there.
MAG047;2021-08-21 13:11:58.230;5.0;1;71;13342;jackholmes181@jackholmes181;Lowell, MA;150;Couples;2019-06-18;2019-06-01;4;en;Excellant architectural experience.  The creator of the concept and exucuter of the work was top notch.  A MUST SEE.
MAG047;2021-08-21 13:11:58.313;5.0;1;71;13342;SSSSpraoiiii@SSSSpraoiiii;Mullingar, Ireland;69;Solo;2019-06-18;2019-06-01;4;en;On a trip to Sintra don't miss this stop. Lovely querky buildings. Lots of photo opportunities. Don't go on a Monday - the queues are very long to buy a ticket to get in. Expect to be there for about 2 hours. The cafe on the terrace is a little basic but still nice.
MAG047;2021-08-21 13:11:58.408;5.0;1;71;13342;Tim H@TimHensley55;Rotterdam, The Netherlands;209;Couples;2019-06-18;2019-06-01;4;en;We were a bit confused why we were queuing for so long to see this place, so make sure to prepare for that. However, once we got in we understood why so many people wanted to see it. The Quinta da Regaleira is a huge place which has so many little spots to see or just enjoy. Definitely worth the time if you’re in Sintra!
MAG047;2021-08-21 13:12:03.762;5.0;1;71;13342;rsurowitz1@rsurowitz1;;16;Couples;2019-06-15;2019-06-01;5;en;Take at least a half day here. It is incredibly beautiful. The opulence remains from a time passed and the grounds are impeccably maintained
MAG047;2021-08-21 13:12:03.839;5.0;1;71;13342;JoostRotterdam@JoostRotterdam;Rotterdam, The Netherlands;16;Couples;2019-06-15;2019-06-01;5;en;A magical park with hidden grottos, follies, beautiful gardens and more! Definitely worth the visit and in my honest opinion better than the Pena park...
MAG047;2021-08-21 13:12:03.936;5.0;1;71;13342;Rob Brinkerink@robbU6135VO;London, UK;283;;2019-06-14;2019-06-01;5;en;Very pretty mansion + gardens in the beautiful city of Sintra. It has it’s own, Gaudi-like style. As part of the freemasons, the place was designed by italian architect Luigi Manini. The best known previous owner was a Rio born  Antonia Augusto Carvalho Monteiro, who got rich in Brazilian coffee trade and studied in Coimbra, Portugal in the 19th century. The place is interesting for it’s history, but even more for its design. There are countless staircases, tunnels, squares and viewpoints. Best to take 2 hours and explore all the details of this ground.
MAG047;2021-08-21 13:12:04.193;5.0;1;71;13342;ibylvblbl@ibylvblbl;;90;Family;2019-06-13;2019-06-01;5;en;Impressive palace surrounded by green trees and various kinds of flowers. Get lost in here, walk around and get a fresh air
MAG047;2021-08-21 13:12:04.426;5.0;1;71;13342;Iolanda Guerra e Andrade@iolandaa21;Lisbon, Portugal;1669;Friends;2019-06-11;2019-06-01;5;en;Getting to stroll around along the 19th century gardens of António Augusto  Carvalho Monteiro is to adventure oneself into the mysterious philosophical and initiatic pursuits of his owner. Luxurious gardens, grottos and emblematic buildings designed by Manini to meet the romantic ideas of the owner of this UNESCO designated site. Take your time ... You'll love it ...
MAG047;2021-08-21 13:12:04.536;5.0;1;71;13342;jazzydef@jazzydef;Tenerife, Spain;39;Friends;2019-06-11;2019-06-01;5;en;I would recommend this above all the rest of the Sintra attractions.   There are lots of lovely spots to video and photograph...lovely experience. Downside: tickets online unavailable, which means you have to wait in line for a while.  
MAG047;2021-08-21 13:12:10.071;5.0;1;71;13342;angierey77@angierey77;west midlands, UK;24;Family;2019-06-09;2019-06-01;4;en;Would reccomend to go with a tour guide. The Mayor stopped the cars and taxis going all the way up the mountain and it was a very busy weekend so we really struggled to park, had to walk over 1 mile with 2 kids to get to the Quinta, we were all tired by the time we got there, but it was a nice walk once we were inside.
MAG047;2021-08-21 13:12:10.149;5.0;1;71;13342;evanses5@evanses5;Miami, FL;961;;2019-06-09;2019-06-01;5;en;This place is the best place to visit in Sintra The gardens are Masonic inspired with twists and turnThe house is handsome and so well done
MAG047;2021-08-21 13:12:10.227;5.0;1;71;13342;taxiDad35@taxiDad35;London, UK;139;Family;2019-06-09;2019-06-01;5;en;We went here for a wonderful stroll. nice palace and grounds. lovely to roam about.  Nice lakes, tunnels and the initiation well are quite nice. 
MAG047;2021-08-21 13:12:10.385;5.0;1;71;13342;JWlovesluxury@JWlovesluxury;Hamilton, Canada;135;Friends;2019-06-07;2019-06-01;5;en;We spent much longer in Sintra and specifically in this garden than expected simply because it was so beautiful, very relaxing and restorative. Mostly natural gardens and forests, there are also detailed sculptures, exquisite fountains and carvings at the chapel, and towers to climb. Don’t forget to walk up to see the initiation well - quite the architectural achievement. A wonderful day out. 
MAG047;2021-08-21 13:12:10.464;5.0;1;71;13342;Michelle_RQ@Michelle_RQ;Johannesburg, South Africa;349;Couples;2019-06-07;2019-06-01;5;en;We spent a couple of hours exploring this residence. It is an amazing example of how a huge amount of money can be very tastefully spent! Everything was almost perfectly conceptualized and put together. The parking near this palace is almost non-existent so suggest you catch a tuk-tuk to the palaces from the town of Sintra.
MAG047;2021-08-21 13:12:10.544;5.0;1;71;13342;lekinary2017@lekinary2017;Chicago, IL;62;Family;2019-06-06;2019-06-01;5;en;Highly recommended stop in Sintra - our whole family enjoyed every little corner of this fairy tail estate.
MAG047;2021-08-21 13:12:10.710;5.0;1;71;13342;DubTwosome@DubTwosome;Dublin, Ireland;1873;Family;2019-06-06;2019-06-01;5;en;Oh my goodness, one attraction in Sintra was more beautiful than the next. This is an absolutely fabulous place to visit. It is steeped in history, and the architecture is out of this world. The gardens are superb, and one wonders about the creativity and skills of the people who designed here, not to mention the people who lived here. Thankfully it has been  fabulously maintained for present-day visitors to enjoy.  Wear flat shoes, bring water, a sunhat and wear sunscreen - but above all enjoy!
MAG047;2021-08-21 13:12:15.984;5.0;1;71;13342;Gesztenye Bálint@gesztenye_balint;Budapest, Hungary;32;Couples;2019-06-05;2019-06-01;4;en;The place has a nice and a sinister mood in the same time. There is a great view as well from the numerous towers. The queue was long despite the off-season time (20 minutes waiting). The place doesn’t offer anything besides the park and a small museum, so we found the ticket a little expensive. 
MAG047;2021-08-21 13:12:16.314;5.0;1;71;13342;billsurf1@billsurf1;Aylesford, UK;76;Couples;2019-06-04;2019-06-01;4;en;Great value, fascinating place, great experience! Ten minutes walk from the centre of Sintra. Get there early before the crowds.
MAG047;2021-08-21 13:12:16.394;5.0;1;71;13342;Peter Z@921peterz;Budapest, Hungary;35;Couples;2019-06-04;2019-06-01;5;en;Absolutely recommendable experience! Caves, Waterfalls, Jungle and impressive Architecture. it is really the No 1 Jewel of Sintra!
MAG047;2021-08-21 13:12:22.042;5.0;1;71;13342;ByrenToronto@ByrenToronto;Barbados;194;Couples;2019-06-01;2019-06-01;4;en;Truly beautiful palace in Sintra.  A good walk from the town centre but worth the effort.   The pictures say it all.   Reduced entrance fee for seniors - €5.
MAG032;2021-08-21 10:23:58.020;4.5;2;71;18392;Sharon H@sharonhW264WM;Las Vegas, NV;2075;;2020-03-26;2019-06-01;5;en;King Ferdinand II bought the monastery of Our Lady of Pena, located on the second highest point of the Sintra hills, in 1838 and restored and expanded it into Pena Palace using classical and Manueline architecture with influences from the Middle Ages and Romanticism.  The outside looks like a medieval palace with towers, turrets, and arched gateways, painted with bright colors of red and yellow, tempered by lovely shades of gray and cream.  It resembles a fairy castle with both round and square towers and domes, rather than the pointed gothic style.  The park and palace, outstanding examples of Portuguese Romanticism, have been designated a UNESCO World Heritage Site.  Anticipating crowds, we took a train from Lisbon (free with our Lisbon Card) at 8:10 am, arriving in Sintra at 8:45, then got a city bus pass for the one route we needed, and boarded the bus at 9:15.  Timing was perfect—we arrived just as they were opening the gates at 9:30.  We walked up the hill  through the beautiful forest, rather than waiting in line to take the tram, so we were among the first to enter.  Because of the way the palace was set up, the tour started in the cloister of the ancient monastery, so we made our way around the inner courtyard to see the smaller rooms around the sides (a pantry, dining room, two bedrooms, a bathroom, and an office—all looked intimate, cozy, and livable).  We had to walk virtually single-file, so even though not that many people were there, it was still a slow process + guides with groups stopped to narrate and created further problems. I cannot imagine what it would have been like later in the day with larger crowds!  We passed the monastery bell tower turned clock tower and ascended the stairs to the series of small rooms converted from monks’ chambers to a bathroom, colorful bedrooms, sitting rooms, a tea room, and studies for Ferdinand II and his second wife, the Countess of Edla.  All were furnished with beautiful jade and porcelain, carved wooden furniture, and high vaulted ceilings.  We stepped outside on a beautiful large patio/balcony overlooking the front of the palace and the entryway—views were spectacular.  Back inside we passed through a small smoking room with an amazing green and blue Venetian glass chandelier, marble alcoves, and carved wooden windows.  Then we moved into the older section of the palace and a huge greeting hall/waiting room, complete with Moorish servant statues holding chandeliers, and sofas everywhere.  Upstairs again, we found the “stag room,” which resembled a hunting lodge—antlers all around the white, gold-trimmed walls, a beautiful center post with ribs extending outward from it toward the vaulted ceiling, and magnificent, vibrantly-colored stained glass. Finally, we made our way down a very long spiral staircase to the immense kitchen.  It was truly a romantic/ medieval combo castle.  As we exited, we were astounded by the huge lines of people waiting to get in. We hurried to the back patio and on to the chapel, hoping to see it before the crowds overwhelmed us.  It was small, but a lovely gem.  The 1532 altarpiece, in alabaster and black limestone, depicted scenes from the Annunciation, Nativity, Presentation at the Temple, Adoration of the Magi, and Flight to Egypt with the Resurrection in the center.  There were also two magnificent stained-glass windows in vibrant colors.  After taking in the view from the patio, we made our way down the mountain again, passing people lined up at least halfway down—and it was only 11:30.  We loved this palace, and you will too—if you are there at 9:30 when it opens!
MAG032;2021-08-21 10:24:32.978;4.5;2;71;18392;John D@JohnD4136;Deep River, CT;86;;2020-02-10;2019-06-01;5;en;The Palace of Pena is beautiful.  Perched way up on a mountain top overlooking the ocean and the valley behind the mountains, this attraction is stunning.  I got quite the workout to get there too!  We walked up the road from the old Moorish Castle, not realizing that it was a very long walk uphill.  You can tour around the castle, hangout, eat and drink, etc.  One of many great sites in this region.
MAG032;2021-08-21 10:24:44.768;4.5;2;71;18392;swirlwind@swirlwind;Perth, Australia;341;;2020-01-20;2019-06-01;1;en;"Fantasising the amazing Palacio da Pena for weeks... What a nightmare! It turned out to be my biggest regret. Gruelling long queues hardly move for nearly two hours. Tourists packed like sardines under the hot sun no where to sit no shade. The big queue slowly snaked through the entire road all the way up to the Palacio entrance. Once got in, again; you'd move through the entire palace shoulder by shoulder with everybody. It was a joke. Bad management. I wish I didn't go."
MAG032;2021-08-21 10:27:02.615;4.5;2;71;18392;Симеон Б@FrequentFlier415125;;18;;2019-09-26;2019-06-01;5;en;Pena palace charms the visitors with its nice colored walls and towers. Inside it the people could see the Portugal's past and present. Many rooms and salons are built inside the castle. The arcs are wide used as ornaments over the walls, above the doors and windows. Outside there are a terrasse like garden which leads to the lake where a swans and ducks can be seen. There are many plants - small and big trees and flowers which can make you relaxed.
MAG032;2021-08-21 10:27:14.255;4.5;2;71;18392;Colin M@colinm952;Klungkung, Indonesia;311;;2019-09-21;2019-06-01;4;en;Got a car up to the top and walked through park into palace.  Only visited the park, which is very nice, and the outside of the palace, which was probably a good idea as it seemed long queues to get inside. Definitely you want to walk down, not walk up from Sintra!  And definitely do not try to find parking unless you get there extremely early (7 am?).
MAG032;2021-08-21 10:27:37.501;4.5;2;71;18392;Sanat@sanatmunot;;40;Friends;2019-09-09;2019-06-01;4;en;I loved this place! Vibrant coloured structures and elegant architecture, something very un-european about this place. It has  trees from around the world and amazing stories too. Take an audio guide to understand the palace and it's history better. The beautiful breeze ensures that your experience is amazing.
MAG032;2021-08-21 10:27:49.400;4.5;2;71;18392;Kaz@khariecrooks;Wednesbury, UK;40;Couples;2019-09-02;2019-06-01;5;en;My partner and I visited the Palace directly after we had seen the Castle, and I must say - it didn’t disappoint!It’s quite a long walk up a hill, and a few steps to get to the Castle, but there is a shuttle bus if you don’t feel like walking.The palace is absolutely stunning, and offers the most beautiful sites over Sintra. I wouldn’t recommend if you do not like hights, as it’s one of the highest points in town.We went in June, so it was quite quiet and we didn’t need to queue for anything.There’s a cute cafe at the top of the palace, where you can eat and admire the views.It can get quite breezy up there, so I would definitely bring a jacket!Other than that, it’s a definite must!
MAG032;2021-08-21 10:28:12.792;4.5;2;71;18392;FunCCCC@FunCCCC;Timbuktu, Mali;30;;2019-08-16;2019-06-01;5;en;I reached early so I was able to visit the palace with zero queues. But as i made my way out the queue must be like a few hundred metres long. The queue to go inside the palace is definitely not worth any wait, u can still see everything outside, wander outside the grounds, and take beautiful pictures everywhere!
MAG032;2021-08-21 10:28:37.061;4.5;2;71;18392;csrushuga@csrushuga;Atlanta, GA;89;Family;2019-07-29;2019-06-01;5;en;We visited early on a Sunday morning with Sintra Magik Tours.  We are glad we went early because it was crazy how busy it was by the time we left around lunch with a line stretching below the castle gates.  It is a beautiful castle and rivals Neuschwanstein Castle in Bavaria with its beauty.  The tile work is truly amazing and the interior is gorgeous.  Our 9 and 11 year old daughters enjoyed their time here, they did enjoy the Quinta da Regaleria more but that's because they were able to expend some energy running around the gardens at that stop.  If I was doing a day trip here it would be my first stop.  You could spend two days in Sintra easily.
MAG032;2021-08-21 10:28:42.867;4.5;2;71;18392;Rashioberoi@Rashioberoi;New Delhi, India;132;Family;2019-07-27;2019-06-01;5;en;The small little tourism heritage site 8s teeming with people. The palace is well preserved keeping the classic beauty alive. The rooms offer a spectacular view of the city. It is lined with exotic cafes and restaurants. Loved the experience
MAG032;2021-08-21 10:28:55.082;4.5;2;71;18392;kaytemc@kaytemc;Sydney, Australia;57;Family;2019-07-22;2019-06-01;3;en;If you are heading here with a small child or pram, I'd really think again. That is, unless you steep constant inclines and lines. We had a small win by buying tickets online from tiqets half an hour before we went, but that was really the only win for the day. Firstly, our taxi driver had no idea how to get up there since many of the roads are one way or closed to only tuktuks, so it took way too long to get there and cost a fortune. Luckily straight in with our tickets though, as the line was very long. Once inside, they were out of English maps, which trust me.. you need a map for this place. We pushed the pram all the way up to the palace to find the most ridiculous lines. It was the biggest waste of time. it was also nothing breathtaking or very impressive, just a painted castle. we then walked down to the lakes area, if you have a pram and insist on still heading to Pena Palace, I recommend doing it in this order and starting at the main palace then heading down to the lakes last. You can get the tourist bus back down to town after you are done but my oh my what a nightmare. We were not even there during peak season and they couldn't handle the amount of customers waiting. The drivers were rude and impatient. Everyone just stood around and there was no order at all then when a bus pulled up it was like a free for all. It then took FOREVER to get down in to town thanks to traffic, the arguing between bus drivers and customers at every stop and other tourist buses blocking the bus stops. It was a nightmare. So a few important points- Tuktuks can take children OVER 7, do this for sure, up there and back. Its cheaper and faster plus easy to find them everywhere. They are very friendly people.- Start at the palace then walk your way down through the park- Buy your tickets online ahead of arrival- There is food and drink available at the entrance and exit- There are free buses inside the park but the lines for them are generally so long you can't fit on- Lastly, if you want to do the whole park, you really really need like 2 hours MINIMUM. We spent about 1.5 hours and only saw the palace (not even inside) then walked through the gardens to the lakes. We missed 70% of the park because we did not allow enough time.But all in all I really didn't rate it a severely regret not using the time to go toQuinta Da Regaleira or even just walking around Sintra itself and enjoying the town.
MAG032;2021-08-21 10:29:00.753;4.5;2;71;18392;Helen C@HellyWelly93;Kingston-upon-Hull, UK;872;Friends;2019-07-18;2019-06-01;5;en;This is on the way to the castle. There are free toilets and a small café. The palace is really interesting with its different shapes and colors. You can get great views of the palace from the castle. There is a cost to go in and see the grounds, and a cost to go to the palace. I thought this was a shame that you couldn’t see more before you had to pay.
MAG032;2021-08-21 10:29:00.886;4.5;2;71;18392;Svetlana@svetlanarasina;New York City, NY;23;;2019-07-17;2019-06-01;5;en;To get to Pena Palace you need to take bus from Sintra center, close to train station, to Pena park entrance gate,  to buy here tickets (or buy in advance on web), then, inside the gate to buy bus tickets $3 and ride the bus to get from gate to the palace itself.  You'll see very strange and colorful and beautiful castle with a lot of gorgeous view points around it. Inside the palace is more homely, king and his mistress, later wife actually lived there. Palace has daily 2 pm tours, but you can take audio guide in gift shop, which is very good. When done with palace you can go to park, which is mostly hilly park with few hidden decorations: the cross, pools, small flower garden etc. One of palace terraces is occupied by cafeteria, with tables, chairs, cold drinks and snacks, and another gorgeous view. It is indeed very unusual and beautiful place.
MAG032;2021-08-21 10:29:06.680;4.5;2;71;18392;stephen w@341stephenw;Bagshot, UK;34;Couples;2019-07-14;2019-06-01;2;en;I have decided to combine my review for both these unique Portugese Palaces together due to ONE overiding issue which I will highlight later.......Firstly let me say that PENA PALACE has always been a very busy historic castle to visit due to its iconic fairytale design. My partner and myself have visited three times in the last 20 years and with each visit it is getting worse!Inside the castle, the rooms are furnished reasonably well but the collections are not overwhelming or stunning and are very museum like.The collection of artifacts are original but are very dusty and are not presented at all well, somewhat slap hazard in display. The interiors are visited everyday by thousands and thousands of people from all over the world and the queues to buy tickets and then access the interiors and gardens are so badly managed by the staff that you have to wait for hours to get in, in queues that stretch for almost a mile and then literally shuffle through, all quite dreadful.In contrast to this place go and visit the fabulous QUELUZ PALACE where the interiors are beautifully presented full of lovely furnishings and collections, amazing interior decoration and pretty gardens. It is far less busy and at times you can enjoy this superior palace unhindered by people in the exquisite interiors. ....Now back to my main issue with both Palaces whose overseas visitors must be in excess of 75% for PENA and 50% for QUELUZ...On arrival at both this week when purchasing our entry we asked for the complimentary guide map in English, to be given a curt shrug at both places and told we have none, only Portugese and Spanish!!!!Now bearing in mind the vast majority of visitors do not speak these languages but can get by in English we found it appalling that the inefficient management are not able to judge visitor numbers and pre-order sufficient guides for what is the majority of non iberian language speaking visitors at either palace.I would like to add at this point that both palaces have received massive grants from the EU and that Britain as a major EU contributor of funds have given both palaces a vast amount of EU money only to find that both palaces have dreadfully failed in their gratitude to this overseas income of funds by not having an updated supply of simple guides for visitors from the UK, USA, Canada, France, Germany, Russia, Italy,Scandanavia, Netherlands, etc etc etc to enjoy!!!!
MAG032;2021-08-21 10:29:12.226;4.5;2;71;18392;cmc88@cmc88;Tewksbury, MA;41;Friends;2019-07-12;2019-06-01;5;en;We enjoyed the impressive architecture and sprawling views, even though the lines were quite long. I would strong recommend arriving as early as possible for maximum enjoyment.
MAG032;2021-08-21 10:29:12.288;4.5;2;71;18392;kpandza@kpandza;Pleasant Hill, California;50;Family;2019-07-12;2019-06-01;4;en;Just like Bavarian Neuschwanstein, it a brainchild or a German prince with panchant for fairy tales. So he built himself a fairytale castle, and it is a beautiful one. Certainly worth the visit. But, it looks best from a distance. It is best to walk the grounds, see the views but don't spend an hour waiting to get inside and them move at the glacial pace through the rooms. If you want a real historic castle better visit National Palace in Sintra. 
MAG032;2021-08-21 10:29:12.478;4.5;2;71;18392;Sammy272@Sammy272;Orlando, FL;16;Family;2019-07-11;2019-06-01;4;en;It is crowded, but still very nice. Lots of good picture spots that are wonderful. The views are beautiful. I enjoyed.
MAG032;2021-08-21 10:29:18.306;4.5;2;71;18392;omega132857@omega132857;Chichester, UK;1683;Friends;2019-07-09;2019-06-01;5;en;If you are feeling fit you can walk up. we went up by taxi, and we were sure glad we did for it's a long climbe uphill. The place itself could be right out of a Disney film. You are not aloud to take photos inside, and it can be a bit of a wait too. But well worth it. This is a must visit, I really mean that.
MAG032;2021-08-21 10:29:24.214;4.5;2;71;18392;Gordon S@savuka1958;Guelph, Canada;543;Couples;2019-07-05;2019-06-01;4;en;Worth a visit to the Pena Palace. But beware, you have to arrive early or else the line up would be too long and you have to wait hours. The buildings were colorful and the line ups were terrible, but luckily, we arrived early. well worth a visit.
MAG032;2021-08-21 10:29:24.318;4.5;2;71;18392;Laurie S@LaurieS2048;;15;Family;2019-07-05;2019-06-01;4;en;I enjoyed the national palace a bit better than Pena, but the incredible setting and architecture of Pena makes it worth the effort to get there. I walked up from the town. It's a tough but very pretty steep uphill climb. This was my final Sintra destination and the late afternoon light made for beautiful photos of the exterior. Regrettably, no photos of the interior are allowed, even without a flash. The history is interesting, but less so than the national palace in the main town. The palace also feels slightly over-polished for tourism purposes. Still, I was very glad to have gone. 
MAG032;2021-08-21 10:29:24.669;4.5;2;71;18392;Kimagic@855kimagic;;333;;2019-07-04;2019-06-01;5;en;It was my second time visiting Pena National Palace.. This time, I spent whole day enjoying parks, lakes, stables, chalet and gardens of countess of Edla. At the end of the day (after 6pm) I decided visiting Pena Palace. It was perfect time for photography, and rooms were almost empty, so I could immerse into environment until 8pm.
MAG032;2021-08-21 10:29:24.880;4.5;2;71;18392;Iztok M@284iztokm;Ribnica, Slovenia;161;Couples;2019-07-04;2019-06-01;5;en;you can see some exotic flowers and trees in this park, Also few pods with fishes and it great way ti walk to castel Pena
MAG032;2021-08-21 10:29:30.385;4.5;2;71;18392;dotokija@dotokija;Banja Luka, Bosnia and Herzegovina;91;Family;2019-07-03;2019-06-01;5;en;Excursion to Sintra when visiting Lisbon is a must. You can get there in 50 minutes by suburban train, for just 1.80 euros. You will visit the national palace in Sintra itself, but from the town you can see Castelo dos Mouros and Pena palace on top of the 2 adjacent hills.You can get there by bus, or, you can walk through the forest. This was the fun part, there are marked paths through something that may look like untouched forest, but it is actually maintained, and some flower beds are planted and watered. The whole walk uphill is fun, it is cool in the forest and from time to time, view opens to show the town and palace below. There are big rocks along the path and occasionally placed stone benches to have a rest. The path splits near the top to Castelo and to Pena palace. I recommend visiting the both. Pena is further away, but once you get there, there are beautiful gardens below the palace, and when you finally get to the top, you are rewarded with a view to something that looks like Disney prop. It is 19th century castle, where several kings lived. The history and rooms are quite interesting, but what makes it interesting is the building itself and the view: from the ocean to the Lisbon!
